message,spamminess,term,word_total,spam_count,spam_auto,bigram_proportion,spam_bigrams
 di ichiban yah sebrang peperlunch,0,di,5,1,0,20.0,pe
 justus ya penuh,0,ya,3,1,0,33.33333333333333,us
 lantai deket imperial,0,,3,0,0,0.0,
 tak ada foto foto kah ,0,ada,5,0,0,0.0,
 hbd yo koen polahir meninggal kalau msh hidup umur thn,0,umur,10,0,0,0.0,
 https youtu be egjajn po,1,https youtu be,5,0,0,0.0,
 meni alus pisan nya,0,nya,4,0,0,0.0,
 https www instagram com reel cihohmhjgpk igshid ndrkn nkyzu ,0,https,9,1,0,11.11111111111111,ww
 inilah karya yolan tolong dilike yah,0,,6,0,0,0.0,
 urangmah teuboga instagram,0,,3,0,0,0.0,
 https youtu be q kx hqfw,1,https youtu be,6,0,0,0.0,
 https youtu be bgosrehwes,1,https youtu be,4,0,0,0.0,
 https youtu be h oo k hrw,1,https youtu be,7,0,0,0.0,
 hoho selamat ulang tahunpanjang umursehat selalubanyak rejekibahagia selalutuhan berkati ,0,selamat ulang,9,2,0,22.22222222222222,"an, ho"
 happy birthday wish all the best god bless ,0,happy birthday wish all the best god bless,8,0,0,0.0,
 happy birthday kapten jojadi hoho panjang umur sehat dan sukses trus tuhan memberkati ,0,happy birthday panjang umur sehat dan sukses tuhan,13,2,0,15.384615384615385,"an, ho"
 happy biirthday yo tjong ho semoga panjang umur sehat dan bahagia selalu banyak rejeki banyak sukses hidup penuh berkat gbu ,0,happy semoga panjang umur sehat dan bahagia selalu banyak banyak sukses gbu,20,1,0,5.0,an
 happy birthday hoho bahagia dan sukses selalu serta gbu ,0,happy birthday bahagia dan sukses selalu gbu,9,1,0,11.11111111111111,ho
 selamat ulang tahun ko hoho sehat selalu dan tuhan berkati,0,selamat ulang tahun ko sehat selalu dan tuhan,10,1,0,10.0,ho
 sang pelaut spt nya lagi ditengah lautan,0,nya lagi,7,0,0,0.0,
 happy birthday hoho bahagia dan sukses selalu serta gbu ,0,happy birthday bahagia dan sukses selalu gbu,9,1,0,11.11111111111111,ho
 terimakasih buat semuanya,0,,3,0,0,0.0,
 hai hoho ada dimana sekarang ,0,ada sekarang,5,1,0,20.0,ho
 sehatkah ,0,,1,0,0,0.0,
 di laut jawa melintang pulau bawean mau ke bongkar besi ke tg priok jakarta perkiraan tiba tgl malam di tg priok,0,di mau ke ke malam di,21,0,0,0.0,
 god bless you cumangat ,0,god bless,4,0,0,0.0,
 sehat dan bahagia selalu kapten hoho ,0,sehat dan bahagia selalu,6,1,0,16.666666666666664,ho
 okey semangat selalu meski badan repot tuh gimana ape piping sehat sehat selalu,0,selalu sehat sehat selalu,13,1,0,7.6923076923076925,pi
 mkn vitamin ho supaya badan tetap sehat dan kuat tuhan memberkati ,0,sehat dan tuhan,11,0,0,0.0,
 iyah makasih banyak sudah vitamin dimakan nih memang badan nya yg repot,0,banyak nya yg,12,0,0,0.0,
 happy birthday ,0,happy birthday,2,0,0,0.0,
 happy birthday ming cu semoga panjang umur sehat dan bahagia selalu banyak rejeki banyak betkat god bless you,0,happy birthday semoga panjang umur sehat dan bahagia selalu banyak banyak god bless,18,1,0,5.555555555555555,an
 happy birthday ming cu semoga panjang umur sehat dan bahagia selalu banyak rejeki banyak betkat god bless you,0,happy birthday semoga panjang umur sehat dan bahagia selalu banyak banyak god bless,18,1,0,5.555555555555555,an
 happy birthday ming cu semoga panjang umur sehat dan bahagia selalu banyak rejeki banyak betkat god bless you ,0,happy birthday semoga panjang umur sehat dan bahagia selalu banyak banyak god bless,18,1,0,5.555555555555555,an
 happy birthday aih sehat senang dan sukses selalu serta gbu ,0,happy birthday sehat dan sukses selalu gbu,10,0,0,0.0,
 amin ,1,,1,0,0,0.0,
 terima kasih kepada saudara sekeluarga atas doa nya ,0,nya,8,0,0,0.0,
 dan mari kita makan makan ,0,dan kita,5,0,0,0.0,
 selamet ultah ci mingcu semoga sehat selalu,0,semoga sehat selalu,7,0,0,0.0,
 nya atuh ,1,nya,2,0,0,0.0,
 selamat ulang tahun ci mingcu tuhan berkati ,0,selamat ulang tahun tuhan,7,0,0,0.0,
 terimakasih yang ,0,yang,2,0,0,0.0,
 https youtu be umzdlsq t s,1,https youtu be,6,0,0,0.0,
 happy birthday steven sehat sukacita sukses selalu dan gbu ,0,happy birthday sehat sukses selalu dan gbu,9,0,0,0.0,
 happy birthday sreven panjang umur sukses selalu wish you all the best and gbu ,0,happy birthday panjang umur sukses selalu wish all the best and gbu,14,1,0,7.142857142857142,an
 happy birthday sreven panjang umur sukses selalu wish you all the best and gbu ,0,happy birthday panjang umur sukses selalu wish all the best and gbu,14,1,0,7.142857142857142,an
 happy birthday wish all the best and god bless u more and more ,0,happy birthday wish all the best and god bless and,13,0,0,0.0,
 happy birthday steven semoga panjang umur banyak hoki banyak sukses sehat dan bahagia selalu wish you all the best and gbu ,0,happy birthday semoga panjang umur banyak banyak sukses sehat dan bahagia selalu wish all the best and gbu,21,1,0,4.761904761904762,an
 yg lg ultah sibuk ,0,yg,4,0,0,0.0,
 selamat ulang tahun steven tuhan berkati ,0,selamat ulang tahun tuhan,6,0,0,0.0,
 terima kasih semuanya god bless you ,0,god bless,6,0,0,0.0,
 selamet ulang tahun steven semoga yg dicita citakan bisa tercapai,0,ulang tahun semoga yg bisa,10,0,0,0.0,
 happy birthday steven semoga panjang umur banyak hoki banyak sukses sehat dan bahagia selalu wish you all the best and gbu ,0,happy birthday semoga panjang umur banyak banyak sukses sehat dan bahagia selalu wish all the best and gbu,21,1,0,4.761904761904762,an
 https youtu be ioyc xhis ,1,https youtu be,5,0,0,0.0,
 happy birthday wish all the best god love more and more ,0,happy birthday wish all the best god and,11,0,0,0.0,
 happy birthday kenny anak mama mingcu panjang umursehat selalusukses citacita masa depangbu ,0,happy birthday anak panjang,12,4,0,33.33333333333333,"ci, it, an, ta, ma, se"
 happy birthday wish all the best god love more and more ,0,happy birthday wish all the best god and,11,0,0,0.0,
 happy birthday wish all the best god love more and more ,0,happy birthday wish all the best god and,11,0,0,0.0,
 selamet ulang tahun kenny semoga apa yg dicita citakan tercapai,0,ulang tahun semoga apa yg,10,0,0,0.0,
 haturnuhun sadayana ,0,,2,0,0,0.0,
 peringatan buat para ortu anak ini baru berenang sewaktu naik ke darat dikasih makan sushi anak itu berenang lagi sambil makan sushi masuk ke paru dia naik lagi lemas tiduran di kursi dikira kecapean ternyata sudah tidak bernafas jadi jangan berikan makanan saat anak belum selesai berenang kalau mau makan jam sebelum berenang atau setelah selesai berenang ,0,anak ini baru ke anak itu lagi ke lagi di tidak anak mau jam,57,2,0,3.508771929824561,an
 good,1,,1,0,0,0.0,
 https youtu be lhtsg ettqq,1,https youtu be,5,0,0,0.0,
 persiapan menghadapi inflasi a cash is king pelihara asset yang siap liquid setiap saat hindari atau segera jual asset yang tidak siap liquid dan cenderung nilai nya turun dan menambah beban hindari high risk investment dan property di saat krisis maka high risk investment dan property berada di rating teratas dengan potensi jatuh sangat tinggib secepat mungkin lunasi hutang anda bunga akan terus merangkak naik seiring dengan terjadi inflasi dan pengetatan uang beredar dari bank sentralc jual asset menganggur sekarang sebelum harga nya jatuh cash nya sebisa mungkin di atur untuk melunasi hutang dan memperbanyak saving sekali lagi jauhi hutang dan kredit yang bentuknya liabilitasd tabunglah sebanyak mungkin hematlah sehemat hematnya kelompokkan atau klasifikasikan kebutuhan pribadi yang very urgent urgent dan non urgent sehingga anda harus tahu kemana lari cash anda ke tabungan atau biaya yang nggak pentinge cover diri anda dengan asuransi dan rajinlah menjaga kesehatan investasi kan cash anda di tempat yang benar solid liquid dan safetyd kontrol life style untuk dapat mengatur kebutuhan pokok dan sekunder apalagi tertiere self control dengan tawaran investasi yang berbahaya pinjaman online dan predator predator yang sejenisnya cakaplah dalam berinvestasi dengan m mencari info menggali potensi dan memutuskan berinvestasitetap tenang tetap bijak dan berhikmat senang berbagi ,0,yang siap yang tidak siap dan nya dan dan di dan di anda akan dan dari sekarang harga nya nya di untuk dan lagi dan yang yang dan anda anda ke yang anda dan anda di yang dan untuk dan yang dan yang dan dan,204,8,0,3.9215686274509802,"si, is, ik, ka, er, li, ng, ok, as, ta"
 https youtu be nibwz wxtne,1,https youtu be,5,0,0,0.0,
 https fb watch gfjefar v ,1,https,5,0,0,0.0,
 ada bacaan nih p jenis usaha yg akan ditutup sebagai buktinya ingat juli seluruh giant ditutup menyusul matahari dept store ramayana robinson dll https www kabartujuhsatu news ignasius jonan selamat datang masa html selamat datang masa depan tulisan ignasius jonan mantan menteri sdm tentang prediksi masa depan kondisi tentang masa depan itu bukan akan terjadi tapi sedang terjadi di jakarta misalnya pln berencana akan membuat splu stasiun pengisian listrik umum peluncuran ini untuk menyambut kendaraan berbasis listrik secara masal di indonesia prediksi yg terjadi bengkel perbaikan kendaraan akan hilang mesin yg menggunakan bensin memiliki bagian mesin listrik hanya memiliki bagian mobil listrik dijual dgn garansi seumur hidup dan hanya diperbaiki oleh dealer hanya perlu waktu menit untuk mengganti mesin listrik mesin listrik tidak diperbaiki di dealer tetapi dikirim ke bengkel regional utk diperbaiki dgn robot mesin listrik yg gagal fungsi ditunjukkan oleh lampu yg menyala lalu anda akan pergi ke tempat yang menyerupai mesin cuci mobil dan mobil akan ditarik sementara anda ngopi dan mesin mobil akan diganti dgn yg baru spbu akan hilang meter parkir akan diganti oleh dispenser listrik banyak perusahaan akan memasang stasiun isi ulang listrik kebanyakan pabrik kendaraan yang cerdas telah mengalokasikan uangnya membangun pabrik mobil listrik industri batu bara akan hilang perusahaan minyak dan gas akan hilang pengeboran minyak akan hilang selamat tinggal kepada opec rumah akan menghasilkan dan menyimpan energi listrik di siang hari dan akan menggunakan serta menjualnya listriknya ke grid grid akan menyimpan dan menyalurkannya ke industri yg banyak menggunakan listrik apakah anda sudah melihat atap tesla masa depan mendekati kita lebih cepat daripada yg kita kira di tahun kodak punya pegawai dan menjual foto kertas di seluruh dunia hanya dalam beberapa tahun model bisnis mereka hilang dan bangkrut siapa yg mengira itu akan terjadi apa yg terjadi pada kodak dan polaroid akan terjadi di kebanyakan industri dalam tahun yg akan datang apakah pada tahun anda mengira bahwa tahun setelahnya tidak akan pernah lagi ada foto menggunakan film dengan gadget siapa yg masih memiliki kamera dgn film kamera digital ditemukan tahun barang pertama hanya memiliki piksel tetapi mengikuti hukum moore dgn perkembangan teknologi yg eksponensial barang yg semula mengecewakan menjadi super dan menjadi mainstream dalam waktu singkat hal itu terjadi lagi tapi jauh lebih cepat dgn kecerdasan buatan artificial intelligence kesehatan kendaraan listrik pendidikan pencetakan d agrikultur dan lapangan pekerjaan lupakan buku kejutan masa depan sambutlah revolusi industri keempat software telah dan akan terus mengacaukan banyak industri tradisional dlm tahun mendatang uber seperti halnya gojek di indonesia hanya piranti software mereka tidak memiliki mobil tapi sekarang mereka adalah perusahaan taksi terbesar di dunia supir taksi tidak mengira hal itu akan terjadi airbnb sekarang adalah perusahaan hotel terbesar di dunia walaupun mereka tidak memiliki properti apapun tanyakan pada hotel hilton apakah dulu mereka mengira hal itu akan terjadi artificial intelligence komputer akan menjadi lebih baik secara eksponensial tahun ini komputer mengalahkan pemain game terbaik di dunia tahun lebih cepat daripada yg diperkirakan di usa pengacara muda sudah tidak punya pekerjaan berkat watson ibm anda bisa memperoleh nasehat hukum dalam hitungan detik untuk hal hal dasar dgn akurasi dibandingkan akurasi bila dilakukan manusia jadi jika anda belajar hukum berhentilah segera kebutuhan pengacara akan berkurang hanya spesialis serba tahu yg masih bs bertahan watson telah membantu dokter mendiagnosa kanker kali lebih akurat dibandingkan dokter manusia facebook sekarang memiliki software pengenal pola yg dapat mengenali wajah jauh lebih baik daripada manusia pada tahun komputer akan lebih cerdas dari manusia kendaraan otomotif pada tahun mobil tanpa supir pertama sudah muncul dalam waktu tahun ke depan seluruh industri akan dikacaukan anda tidak perlu supir lagi karena anda akan memanggil mobil dgn telepon mobil itu akan muncul di lokasi dan mengantarkan anda ke tempat tujuan tidak perlu bingung memarkir mobil itu anda hanya akan membayar jarak tempuh dan anda dapat tetap produktif selama naik mobil anak anak tak perlu punya sim dan tak pernah be back homev cv memiliki mobil hal itu akan mengubah kota kita karena kita hanya perlu mobil lebih sedikit lahan parkir bs adi taman kota sekitar juta orang meninggal karena kecelakaan tiap tahun termasuk yg disebabkan berkendara sambil mabuk sekarang kita memiliki satu kecelakaan tiap mil nanti dgn kendaraan tanpa supir angka itu akan turun menjadi kecelakaan tiap juta mil ini akan menyelamatkan jutaan nyawa tiap tahunnya kebanyakan perusahaan mobil tak diragukan lagi akan menjadi bangkrut perusahaan mobil tradisional hanya mencoba pendekatan evolusioner dan hanya berusaha membuat mobil yg lebih baik sementara perusahaan teknologi tesla apple google melakukan pendekatan revolusioner dan membangun komputer di atas roda lihat apa yg dilakukan volvo sekarang tidak ada lagi mesin pembakaran internal di kendaraan mereka mulai tahun ini untuk model semua menggunakan listrik atau hybrid dgn maksud nantinya akan melenyapkan model hybrid banyak ahli ahli teknik di volkswagen dan audi takut terhadap tesla dan memang seharusnya begitu lihat semua perusahaan yg menawarkan mobil listrik beberapa tahun lalu keberadaan mereka tidak bisa dirasakan perusahaan asuransi akan mengalami kesulitan masif tanpa kecelakaan biaya akan menjadi lebih murah model bisnis asuransi mobil akan hilang real estate akan berubah jika orang bisa bekerja pulang pergi mereka akan tinggal di tempat yg jauh untuk hidup di lingkungan yg lebih terjangkau dan lebih menyenangkan mobil listrik akan menjadi mainstream pada tahun an kota menjadi tidak berisik karena semua mobil baru akan menggunakan listrik kota juga akan memiliki udara yg lebih bersih listrik akan menjadi sangat murah dan bersih produksi listrik tenaga surya telah mengalami kurva pengembangan eksponensial selama tahun tetapi sekarang perkembangan itu sedang dipacu lebih kencang lagi perusahaan energi fosil sedang berusaha mati an membatasi akses ke grid utk mencegah munculnya pesaing dgn instalasi listrik tenaga surya di rumah rumah tetapi upaya itu tidak akan bisa berlanjut teknologi tidak akan bisa dibendung kesehatan harga tricorder x akan diumumkan tahun ini tv dan koran akan mati dgn sendirinya siapa yg sekarang baca koran atau siapa yg sekarang melihat tv hanya sebagian kecil orang orang diatas tahun millenial beralih ke youtube dan sejenisnya lebih cepat layanan perbankan dan ticketing sudah swa mandiri tidak perlu customer service atau teller akan ada jutaaan profesi pekerjaan yg hilang tahun kedepan sudah siapkah kita banyak perusahaan akan membuat perangkat medikal yg disebut tricorder dalam film star trek yg bekerja dgn telepon anda yg akan memindai retina anda sampel darah anda dan napas anda lalu dia akan menganalisa bio marker yg akan meng identifikasi hampir semua jenis penyakit saat ini sudah terdapat lusinan aplikasi telepon untuk tujuan kesehatan inilah prediksi keadaan masa depan yg bisa lebih cepat note tambahan dari saya untuk yang menyukai tantangan berinvestasi saham kemungkinan mulai sekarang bisa melirik perusahaan berbasis it industri kelistrikan seperti tesla atau perusahaan yang menjual teknologi kelistrikan tenaga surya dll start up portal penunjang masa depan macam uber airbnb dll dan teknologi perbankan dan telekomunikasi bisa sangat sangat di perhitungkan terimakasih atas perhatian semoga berfaedah bagi siapa yg membacanya ,0,ada yg akan https selamat selamat itu akan di akan listrik ini untuk listrik di yg akan yg listrik mobil listrik dan oleh untuk listrik listrik tidak di ke listrik yg oleh yg anda akan ke yang mobil dan mobil akan anda dan mobil akan yg baru akan akan oleh listrik banyak akan ulang listrik yang mobil listrik akan dan akan akan selamat akan dan listrik di siang dan akan ke akan dan ke yg banyak listrik anda kita lebih yg kita di tahun dan di tahun dan yg itu akan apa yg pada dan akan di tahun yg akan pada tahun anda tahun tidak akan lagi ada yg tahun yg yg dan itu lagi lebih listrik dan dan akan banyak tahun di tidak mobil sekarang di tidak itu akan sekarang di tidak pada itu akan akan lebih tahun ini di tahun lebih yg di tidak anda bisa untuk anda akan yg lebih sekarang yg lebih pada tahun akan lebih dari pada tahun mobil tahun ke akan anda tidak lagi anda akan mobil mobil itu akan di dan anda ke tidak mobil itu anda akan dan anda mobil anak anak dan be mobil itu akan kita kita mobil lebih orang tahun yg sekarang kita nanti itu akan ini akan mobil lagi akan mobil dan mobil yg lebih dan di apa yg sekarang tidak ada lagi di tahun ini untuk semua listrik akan banyak di dan dan semua yg mobil listrik tahun tidak bisa akan akan lebih murah mobil akan akan orang bisa akan di yg untuk di yg lebih dan lebih mobil listrik akan pada tahun tidak semua mobil baru akan listrik juga akan yg lebih listrik akan murah dan listrik tahun sekarang itu lebih lagi ke listrik di itu tidak akan bisa tidak akan bisa harga akan tahun ini dan akan yg sekarang yg sekarang orang orang tahun ke dan lebih dan tidak akan ada yg tahun kita banyak akan yg yg anda yg akan anda anda dan anda akan yg akan semua ini untuk yg bisa lebih dari untuk yang sekarang bisa yang dan dan bisa di semoga yg,1136,44,0,3.873239436619718,"ka, um, di, vo, tu, en, ya, ng, ap, ti, da, an, ga, ww, ta, ny, is, aa, be, ot"
 https www instagram com reel cjvtfrepjke igshid mdjmnzvkmjy ,1,https,8,1,0,12.5,ww
 wow epik banget,1,,3,0,0,0.0,
 well done ,1,,2,0,0,0.0,
 haloo boleh minta tolong follow ig kita buat support project lsp all https instagram com hikura id igshid ymmymta m y thankyouu,1,boleh kita all https,22,1,0,4.545454545454546,ym
 justin ini tugas sklh km ,0,ini,5,0,0,0.0,
 iya bikin bisnis,0,,3,1,0,33.33333333333333,is
 nanti ak bantu share ke group tmn ya,0,nanti ke ya,8,0,0,0.0,
 thankyou iiekakang,0,,2,1,1,50.0,ka
 happy birthday itioh iing panjang umur sehat senang sukses selalu n gbu ,0,happy birthday panjang umur sehat sukses selalu gbu,12,1,0,8.333333333333332,an
 miming feus cageur ,0,,3,1,0,33.33333333333333,mi
 selamat ulang tahun tioh iing panjang umurnya sehat selalu banyak rejeki dan bahagia selalu gbu ,0,selamat ulang tahun panjang sehat selalu banyak dan bahagia selalu gbu,15,1,0,6.666666666666667,an
 lumayan masih sakit pinggangna,0,sakit,4,1,0,25.0,ng
 hese pake celana,0,,3,0,0,0.0,
 kade atuh diurutna ka nu bener ulah asal,0,,8,0,0,0.0,
 happy birthday i tio iing semoga panjang umur sehat dan bahagia selalu banyak rejeki banyak berkat banyak sikses god bless you,0,happy birthday semoga panjang umur sehat dan bahagia selalu banyak banyak banyak god bless,21,1,0,4.761904761904762,an
 done knp blm ada posting an nya buat dilike ,0,ada nya,9,0,0,0.0,
 happy birthday itioh iing panjang umur sehat senang sukses selalu n gbu ,0,happy birthday panjang umur sehat sukses selalu gbu,12,1,0,8.333333333333332,an
 selamat ulang tahun cihu iing sehat selalu dan tuhan berkati ,0,selamat ulang tahun sehat selalu dan tuhan,10,0,0,0.0,
 selamat ulang tahun cihu iing sehat selalu dan tuhan berkati ,0,selamat ulang tahun sehat selalu dan tuhan,10,0,0,0.0,
 makasih ya ucapannya dan bantu doa buat kesembuhannya dari covid ,0,ya dan dari,10,0,0,0.0,
 aduh katepa ti saha tah ari kakang jeng tepen kena teu ayeuna iing na di rumah atawa di rs ,0,di di,19,1,0,5.263157894736842,ka
 steven heula kena di kantor trus nepa ka si iing jeund si ellin pacarna,0,di,14,0,0,0.0,
 puji tuhan urg mah sehat ,0,tuhan sehat,5,0,0,0.0,
 isoman di rmh weh da kena covid ge cuman batuk pilek aja,0,di aja,12,0,0,0.0,
 https youtu be ug kjx zese,1,https youtu be,6,0,0,0.0,
 selamat ulang tahun icangpanjang umursehat selalubanyak rejekidan bahagiaamin amin amingbu ,0,selamat ulang tahun,10,1,0,10.0,"an, ng"
 happy birthday icang panjang umur sehat senang sukses selalu n gbu ,0,happy birthday panjang umur sehat sukses selalu gbu,11,1,0,9.090909090909092,an
 happy birthday icang panjang umur sehat senang sukses selalu n gbu ,0,happy birthday panjang umur sehat sukses selalu gbu,11,1,0,9.090909090909092,an
 kamsiahbhamida,0,,1,1,1,100.0,am
 selamet ultah icang semoga sehat sehat selalu,0,semoga sehat sehat selalu,7,0,0,0.0,
 thank u ,1,,2,0,0,0.0,
 selamat ulang tahun yo ming siangpanjang umursehat dan bahagia selalubanyak rejekigod bless you,0,selamat ulang tahun dan bahagia bless,13,1,0,7.6923076923076925,"an, ng"
 kamsiha ,1,,1,0,0,0.0,
 selamat ulang tahun ci icang tuhan berkati ,0,selamat ulang tahun tuhan,7,0,0,0.0,
 terimakasih ,1,,1,0,0,0.0,
 happy birthday icang cuder sehat sukses dan bahagia selalu tuhan memberkati ,0,happy birthday sehat sukses dan bahagia selalu tuhan,11,0,0,0.0,
 boleh lah transferan nya ke ,0,boleh nya ke,5,1,0,20.0,"an, ra"
 herrrrr,1,,1,1,1,100.0,rr
 ke makan makan atuh yah natalan dirumah semi karna ada pohon natal bisa foto foto ,0,ke ada bisa,15,0,0,0.0,
 meni goreng patut,1,,3,0,0,0.0,
 euleuhhhh,1,,1,1,1,100.0,"eu, hh"
